Assembly,Biome_ID
ERZ1690044,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690103,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690140,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690176,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690186,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690210,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690239,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690242,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
ERZ1690685,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1690696,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1694522,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694523,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694525,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694526,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694527,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694528,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694529,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694531,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694532,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694533,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694534,root:Environmental:Aquatic:Freshwater:Ice:Glacier
ERZ1694821,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1694935,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1699242,root:Host-associated:Human:Digestive system:Oral:Saliva
ERZ1699647,root:Environmental:Aquatic:Marine
ERZ1699648,root:Environmental:Aquatic:Marine
ERZ1699649,root:Environmental:Aquatic:Marine
ERZ1699650,root:Environmental:Aquatic:Marine
ERZ1699651,root:Environmental:Aquatic:Marine
ERZ1699652,root:Environmental:Aquatic:Marine
ERZ1699653,root:Environmental:Aquatic:Marine
ERZ1699654,root:Environmental:Aquatic:Marine
ERZ1699655,root:Environmental:Aquatic:Marine
ERZ1699657,root:Environmental:Aquatic:Marine
ERZ1699658,root:Environmental:Aquatic:Marine
ERZ1699659,root:Environmental:Aquatic:Marine
ERZ1714329,root:Engineered:Wastewater:Water and sludge
ERZ1714331,root:Engineered:Wastewater:Water and sludge
ERZ1714332,root:Engineered:Wastewater:Water and sludge
ERZ1714333,root:Engineered:Wastewater:Water and sludge
ERZ1714334,root:Engineered:Wastewater:Water and sludge
ERZ1714335,root:Engineered:Wastewater:Water and sludge
ERZ1714336,root:Engineered:Wastewater:Water and sludge
ERZ1714337,root:Engineered:Wastewater:Water and sludge
ERZ1714339,root:Engineered:Wastewater:Water and sludge
ERZ1738535,root:Host-associated:Cnidaria
ERZ1738536,root:Host-associated:Cnidaria
ERZ1738537,root:Host-associated:Cnidaria
ERZ1738538,root:Host-associated:Cnidaria
ERZ1738539,root:Host-associated:Cnidaria
ERZ1738540,root:Host-associated:Cnidaria
ERZ1738541,root:Host-associated:Cnidaria
ERZ1738542,root:Host-associated:Cnidaria
ERZ1739048,root:Host-associated:Plants:Rhizosphere
ERZ1739049,root:Host-associated:Plants:Rhizosphere
ERZ1739050,root:Host-associated:Plants:Rhizosphere
ERZ1739051,root:Host-associated:Plants:Rhizosphere
ERZ1739052,root:Host-associated:Plants:Rhizosphere
ERZ1739053,root:Host-associated:Plants:Rhizosphere
ERZ1739169,root:Host-associated:Amphibia
ERZ1740051,root:Environmental:Aquatic:Marine
ERZ1740052,root:Environmental:Aquatic:Marine
ERZ1740053,root:Environmental:Aquatic:Marine
ERZ1740054,root:Environmental:Aquatic:Marine
ERZ1740055,root:Environmental:Aquatic:Marine
ERZ1740056,root:Environmental:Aquatic:Marine
ERZ1740057,root:Environmental:Aquatic:Marine
ERZ1740058,root:Environmental:Aquatic:Marine
ERZ1740059,root:Environmental:Aquatic:Marine
ERZ1740060,root:Environmental:Aquatic:Marine
ERZ1740062,root:Environmental:Aquatic:Marine
ERZ1740065,root:Environmental:Aquatic:Marine
ERZ1740066,root:Environmental:Aquatic:Marine
ERZ1740067,root:Environmental:Aquatic:Marine
ERZ1740068,root:Environmental:Aquatic:Marine
ERZ1740069,root:Environmental:Aquatic:Marine
ERZ1740070,root:Environmental:Aquatic:Marine
ERZ1740072,root:Environmental:Aquatic:Marine
ERZ1740088,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740111,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740121,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740123,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740124,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740154,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740166,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740202,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740209,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740219,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1740926,root:Environmental:Aquatic:Marine:Intertidal zone:Salt marsh
ERZ1741229,root:Environmental:Aquatic:Marine
ERZ1741233,root:Environmental:Aquatic:Marine
ERZ1741239,root:Environmental:Aquatic:Marine
ERZ1741250,root:Environmental:Aquatic:Marine
ERZ1741272,root:Environmental:Aquatic:Marine
ERZ1741275,root:Environmental:Aquatic:Marine
ERZ1741296,root:Environmental:Aquatic:Marine
ERZ1741314,root:Environmental:Aquatic:Marine
ERZ1741318,root:Environmental:Aquatic:Marine
ERZ1741322,root:Environmental:Aquatic:Marine
ERZ1741327,root:Environmental:Aquatic:Marine
ERZ1741334,root:Environmental:Aquatic:Marine
ERZ1741338,root:Environmental:Aquatic:Marine
ERZ1741340,root:Environmental:Aquatic:Marine
ERZ1741341,root:Environmental:Aquatic:Marine
ERZ1741342,root:Environmental:Aquatic:Marine
ERZ1741355,root:Environmental:Aquatic:Marine
ERZ1741357,root:Environmental:Aquatic:Marine
ERZ1741360,root:Environmental:Aquatic:Marine
ERZ1742239,root:Environmental:Aquatic:Marine:Sediment
ERZ1742287,root:Environmental:Aquatic:Marine
ERZ1742288,root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERZ1742293,root
ERZ1742330,root:Environmental:Aquatic:Thermal springs:Hot (42-90C)
ERZ1745232,root:Host-associated:Human:Digestive system
ERZ1745238,root:Host-associated:Human:Digestive system
ERZ1745276,root:Host-associated:Human:Digestive system
ERZ1745650,root:Environmental:Aquatic:Marine:Hydrothermal vents:Microbial mats
ERZ1745655,root:Environmental:Aquatic:Marine:Hydrothermal vents:Microbial mats
ERZ1746030,root
ERZ1746137,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
ERZ1746155,root:Host-associated:Human:Digestive system
ERZ1746174,root:Host-associated:Human:Digestive system
ERZ1748916,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748917,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748920,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748923,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748949,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748971,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748974,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748989,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748993,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748994,root:Environmental:Aquatic:Marine:Oceanic
ERZ1748999,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749008,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749028,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749030,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749035,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749044,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749053,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749057,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749072,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749075,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749086,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749096,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749150,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749163,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749169,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749183,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749187,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749203,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749206,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749211,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749226,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749230,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749238,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749242,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749244,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749269,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749281,root:Environmental:Aquatic:Marine:Oceanic
ERZ1749309,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756808,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756811,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756814,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756816,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756825,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756833,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756837,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756839,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756840,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756847,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756850,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756851,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756853,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756863,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756868,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756869,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756871,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756874,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756878,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756880,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756884,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756891,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756895,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756898,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756900,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756904,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756910,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756912,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756919,root:Environmental:Aquatic:Marine:Oceanic
ERZ1756920,root:Environmental:Aquatic:Marine:Oceanic
ERZ1757401,root:Host-associated:Human:Digestive system:Oral:Saliva
ERZ1758077,root:Host-associated:Human:Digestive system
ERZ1758080,root:Host-associated:Human:Digestive system
ERZ1758082,root:Host-associated:Human:Digestive system
ERZ1758083,root:Host-associated:Human:Digestive system
ERZ1758088,root:Host-associated:Human:Digestive system
ERZ1758097,root:Host-associated:Human:Digestive system
ERZ1758099,root:Host-associated:Human:Digestive system
ERZ1758101,root:Host-associated:Human:Digestive system
ERZ1758102,root:Host-associated:Human:Digestive system
ERZ1758105,root:Host-associated:Human:Digestive system
ERZ1758108,root:Host-associated:Human:Digestive system
ERZ1758111,root:Host-associated:Human:Digestive system
ERZ1758115,root:Host-associated:Human:Digestive system
ERZ1758277,root:Host-associated:Mammals
ERZ1758306,root:Environmental:Aquatic:Marine:Oceanic
ERZ1758307,root:Environmental:Aquatic:Marine:Oceanic
ERZ1758438,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758439,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758440,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758441,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758442,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758444,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758445,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758447,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758448,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1758449,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks
ERZ1760261,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760262,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760263,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760264,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760265,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760266,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760267,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760268,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760269,root:Engineered:Modeled:Simulated communities (microbial mixture)
ERZ1760298,root:Engineered:Food production:Dairy products
ERZ1760311,root:Engineered:Food production:Dairy products
ERZ1760316,root:Engineered:Food production:Dairy products
ERZ1760322,root:Engineered:Food production:Dairy products
ERZ1761038,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1761043,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1761044,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1761047,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1761048,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1761052,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1761222,root:Environmental:Terrestrial:Soil:Sand:Oil-contaminated
ERZ1764586,root:Host-associated:Mammals:Digestive system:Fecal
ERZ1764600,root:Host-associated:Mammals:Digestive system:Fecal
ERZ1764613,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge
ERZ1764614,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge
ERZ1764618,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge
ERZ1764620,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge
ERZ1764622,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge
ERZ1764624,root:Engineered:Wastewater:Nutrient removal:Biological phosphorus removal:Activated sludge
ERZ1764722,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764732,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764737,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764744,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764790,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764815,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764827,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764833,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764834,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764850,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764862,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764863,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1764868,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1767137,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1767143,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1767221,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1767230,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERZ1767467,root:Mixed
ERZ1767483,root:Mixed
ERZ1767513,root:Mixed
ERZ1767537,root:Mixed
ERZ1767552,root:Mixed
ERZ1767560,root:Mixed
ERZ1767561,root:Mixed
ERZ1767566,root:Mixed
ERZ1767568,root:Mixed
ERZ1767575,root:Mixed
ERZ1767598,root:Mixed
ERZ1767600,root:Mixed
ERZ1767601,root:Mixed
ERZ1767605,root:Mixed
ERZ1767612,root:Mixed
ERZ1767615,root:Mixed
ERZ1767617,root:Mixed
ERZ1767618,root:Mixed
ERZ1767619,root:Mixed
ERZ1767620,root:Mixed
ERZ1767621,root:Mixed
ERZ1767623,root:Mixed
ERZ1767628,root:Mixed
ERZ1767630,root:Mixed
ERZ1767631,root:Mixed
ERZ1767633,root:Mixed
ERZ1767635,root:Mixed
ERZ1767636,root:Mixed
ERZ1767638,root:Mixed
ERZ1767640,root:Mixed
ERZ1767641,root:Mixed
ERZ1767642,root:Mixed
ERZ1772564,root:Host-associated:Mammals:Digestive system:Foregut:Rumen
ERZ1772574,root:Host-associated:Mammals:Digestive system:Foregut:Rumen
ERZ1793602,root:Environmental:Aquatic
ERZ1793605,root:Environmental:Aquatic
ERZ1793607,root:Environmental:Aquatic
ERZ1793609,root:Environmental:Aquatic
ERZ1793611,root:Environmental:Aquatic
ERZ1793614,root:Environmental:Aquatic
ERZ1793616,root:Environmental:Aquatic
ERZ1793617,root:Environmental:Aquatic
ERZ1793633,root:Environmental:Aquatic
ERZ1896529,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896575,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896577,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896578,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896579,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896614,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896618,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896673,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896696,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1896707,root:Engineered:Lab enrichment:Defined media:Marine media
ERZ1964692,root:Environmental:Aquatic:Freshwater
ERZ2226695,root:Mixed
ERZ2226696,root:Mixed
ERZ2226701,root:Mixed
ERZ2226719,root:Mixed
ERZ2226736,root:Mixed
ERZ2226742,root:Mixed
ERZ2226768,root:Mixed
ERZ2226772,root:Mixed
ERZ2226781,root:Mixed
ERZ2226786,root:Mixed
ERZ2226795,root:Mixed
ERZ2226815,root:Mixed
ERZ2226836,root:Mixed
ERZ2226849,root:Mixed
ERZ2226852,root:Mixed
ERZ2226931,root:Mixed
ERZ2226938,root:Mixed
ERZ2226945,root:Mixed
ERZ2226947,root:Mixed
ERZ2226968,root:Mixed
ERZ2226975,root:Mixed
ERZ2226982,root:Mixed
ERZ2226999,root:Mixed
ERZ2227015,root:Mixed
ERZ2227050,root:Mixed
ERZ2227076,root:Mixed
ERZ2227082,root:Mixed
ERZ2227086,root:Mixed
ERZ2227128,root:Mixed
ERZ2227129,root:Mixed
ERZ2227184,root:Mixed
ERZ2227204,root:Mixed
ERZ2227212,root:Mixed
ERZ2227219,root:Mixed
ERZ2227223,root:Mixed
ERZ2227240,root:Mixed
ERZ2227247,root:Mixed
ERZ2227277,root:Mixed
ERZ2227282,root:Mixed
ERZ2227286,root:Mixed
ERZ2227307,root:Mixed
ERZ2227320,root:Mixed
ERZ2227328,root:Mixed
ERZ2227338,root:Mixed
ERZ2227351,root:Mixed
ERZ2227355,root:Mixed
ERZ2227374,root:Mixed
ERZ2227375,root:Mixed
ERZ2227380,root:Mixed
ERZ2227383,root:Mixed
ERZ2227387,root:Mixed
ERZ2227399,root:Mixed
ERZ2227410,root:Mixed
ERZ2227420,root:Mixed
ERZ2227423,root:Mixed
ERZ2227442,root:Mixed
ERZ2227453,root:Mixed
ERZ2227463,root:Mixed
ERZ2227481,root:Mixed
ERZ2227504,root:Mixed
ERZ2227660,root:Mixed
ERZ2227661,root:Mixed
ERZ2227707,root:Mixed
ERZ2227750,root:Mixed
ERZ2227771,root:Mixed
ERZ2227775,root:Mixed
ERZ2227786,root:Mixed
ERZ2227806,root:Mixed
ERZ2227828,root:Mixed
ERZ2227843,root:Mixed
ERZ2227848,root:Mixed
ERZ2227954,root:Mixed
ERZ2227959,root:Mixed
ERZ2227975,root:Mixed
ERZ2228048,root:Mixed
ERZ2228049,root:Mixed
ERZ2268716,root:Mixed
ERZ2268839,root:Mixed
ERZ2268945,root:Mixed
ERZ2268950,root:Mixed
ERZ2268988,root:Mixed
ERZ2269079,root:Mixed
ERZ2269115,root:Mixed
ERZ2269222,root:Mixed
ERZ2269226,root:Mixed
ERZ2270243,root:Mixed
ERZ2270245,root:Mixed
ERZ2270251,root:Mixed
ERZ2270290,root:Mixed
ERZ2270298,root:Mixed
ERZ2270317,root:Mixed
ERZ2270333,root:Mixed
ERZ2270355,root:Mixed
ERZ2270365,root:Mixed
ERZ2270380,root:Mixed
ERZ2270381,root:Mixed
ERZ2270386,root:Mixed
ERZ2270389,root:Mixed
ERZ2270429,root:Mixed
ERZ2270430,root:Mixed
ERZ2270450,root:Mixed
ERZ2270451,root:Mixed
ERZ2270459,root:Mixed
ERZ2270485,root:Mixed
ERZ2270489,root:Mixed
ERZ2270505,root:Mixed
ERZ2270536,root:Mixed
ERZ2270541,root:Mixed
ERZ2270550,root:Mixed
ERZ2270564,root:Mixed
ERZ2270587,root:Mixed
ERZ2270596,root:Mixed
ERZ2270623,root:Mixed
ERZ2270634,root:Mixed
ERZ2270647,root:Mixed
ERZ2270665,root:Mixed
ERZ2270666,root:Mixed
ERZ2270673,root:Mixed
ERZ2270683,root:Mixed
ERZ2270687,root:Mixed
ERZ2270711,root:Mixed
ERZ2270732,root:Mixed
ERZ2270741,root:Mixed
ERZ2270744,root:Mixed
ERZ2270759,root:Mixed
ERZ2270764,root:Mixed
ERZ2270788,root:Mixed
ERZ2270789,root:Mixed
ERZ2270793,root:Mixed
ERZ2270831,root:Mixed
ERZ2270842,root:Mixed
ERZ2270854,root:Mixed
ERZ2270856,root:Mixed
ERZ2270896,root:Mixed
ERZ2270901,root:Mixed
ERZ2270902,root:Mixed
ERZ2270907,root:Mixed
ERZ2270909,root:Mixed
ERZ2270922,root:Mixed
ERZ2270923,root:Mixed
ERZ2270933,root:Mixed
ERZ2270941,root:Mixed
ERZ2270972,root:Mixed
ERZ2270974,root:Mixed
ERZ2270979,root:Mixed
ERZ2270986,root:Mixed
ERZ2270989,root:Mixed
ERZ2271004,root:Mixed
ERZ2271021,root:Mixed
ERZ2271039,root:Mixed
ERZ2271043,root:Mixed
ERZ2271048,root:Mixed
ERZ2271062,root:Mixed
ERZ2271070,root:Mixed
ERZ2271082,root:Mixed
ERZ2271086,root:Mixed
ERZ2271099,root:Mixed
ERZ2271101,root:Mixed
ERZ2271133,root:Mixed
ERZ2271145,root:Mixed
ERZ2271151,root:Mixed
ERZ2271152,root:Mixed
ERZ2271183,root:Mixed
ERZ2271207,root:Mixed
ERZ2271211,root:Mixed
ERZ2271220,root:Mixed
ERZ2271240,root:Mixed
ERZ2271259,root:Mixed
ERZ2271260,root:Mixed
ERZ2271310,root:Mixed
ERZ2271328,root:Mixed
ERZ2271340,root:Mixed
ERZ2271353,root:Mixed
ERZ2271356,root:Mixed
ERZ2271388,root:Mixed
ERZ2271410,root:Mixed
ERZ2271426,root:Mixed
ERZ2271430,root:Mixed
ERZ2271459,root:Mixed
ERZ2271464,root:Mixed
ERZ2271465,root:Mixed
ERZ2271484,root:Mixed
ERZ2271511,root:Mixed
ERZ2271514,root:Mixed
ERZ2271515,root:Mixed
ERZ2271517,root:Mixed
ERZ2271520,root:Mixed
ERZ2271524,root:Mixed
ERZ2271526,root:Mixed
ERZ2271528,root:Mixed
ERZ2271531,root:Mixed
ERZ2271533,root:Mixed
ERZ2271535,root:Mixed
ERZ2271539,root:Mixed
ERZ2271544,root:Mixed
ERZ2271553,root:Mixed
ERZ2271555,root:Mixed
ERZ2271561,root:Mixed
ERZ2271571,root:Mixed
ERZ2271573,root:Mixed
ERZ2271576,root:Mixed
ERZ2271577,root:Mixed
ERZ2271578,root:Mixed
ERZ2271579,root:Mixed
ERZ2271581,root:Mixed
ERZ2271584,root:Mixed
ERZ2271590,root:Mixed
ERZ2271594,root:Mixed
ERZ2271597,root:Mixed
ERZ2271605,root:Mixed
ERZ2271608,root:Mixed
ERZ2271615,root:Mixed
ERZ2271620,root:Mixed
ERZ2271621,root:Mixed
ERZ2271624,root:Mixed
ERZ2271628,root:Mixed
ERZ2271636,root:Mixed
ERZ2271638,root:Mixed
ERZ2271647,root:Mixed
ERZ2271649,root:Mixed
ERZ2271652,root:Mixed
ERZ2271654,root:Mixed
ERZ2271666,root:Mixed
ERZ2271668,root:Mixed
ERZ2271673,root:Mixed
ERZ2271674,root:Mixed
ERZ2271676,root:Mixed
ERZ2271677,root:Mixed
ERZ2271682,root:Mixed
ERZ2271686,root:Mixed
ERZ2271691,root:Mixed
ERZ2271692,root:Mixed
ERZ2271699,root:Mixed
ERZ2271703,root:Mixed
ERZ2271704,root:Mixed
ERZ2271710,root:Mixed
ERZ2271725,root:Mixed
ERZ2271726,root:Mixed
ERZ2271731,root:Mixed
ERZ2271736,root:Mixed
ERZ2271740,root:Mixed
ERZ2271741,root:Mixed
ERZ2271742,root:Mixed
ERZ2271743,root:Mixed
ERZ2271746,root:Mixed
ERZ2271748,root:Mixed
ERZ2271755,root:Mixed
ERZ2271758,root:Mixed
ERZ2271759,root:Mixed
ERZ2271769,root:Mixed
ERZ2271780,root:Mixed
ERZ2271782,root:Mixed
ERZ2271786,root:Mixed
ERZ2271793,root:Mixed
ERZ2271794,root:Mixed
ERZ2271798,root:Mixed
ERZ2271800,root:Mixed
ERZ2271802,root:Mixed
ERZ2271804,root:Mixed
ERZ2271810,root:Mixed
ERZ2271811,root:Mixed
ERZ2271818,root:Mixed
ERZ2271820,root:Mixed
ERZ2271822,root:Mixed
ERZ2271824,root:Mixed
ERZ2271829,root:Mixed
ERZ2271833,root:Mixed
ERZ2271836,root:Mixed
ERZ2271838,root:Mixed
ERZ2271840,root:Mixed
ERZ2271841,root:Mixed
ERZ2271845,root:Mixed
ERZ2271846,root:Mixed
ERZ2271851,root:Mixed
ERZ2271852,root:Mixed
ERZ2271859,root:Mixed
ERZ2271864,root:Mixed
ERZ2271873,root:Mixed
ERZ2271878,root:Mixed
ERZ2271884,root:Mixed
ERZ2271888,root:Mixed
ERZ2271889,root:Mixed
ERZ2271890,root:Mixed
ERZ2271892,root:Mixed
ERZ2271893,root:Mixed
ERZ2271895,root:Mixed
ERZ2271897,root:Mixed
ERZ2271899,root:Mixed
ERZ2271900,root:Mixed
ERZ2271909,root:Mixed
ERZ2271911,root:Mixed
ERZ2271912,root:Mixed
ERZ2271914,root:Mixed
ERZ2271920,root:Mixed
ERZ2271928,root:Mixed
ERZ2271930,root:Mixed
ERZ2271940,root:Mixed
ERZ2271943,root:Mixed
ERZ2271947,root:Mixed
ERZ2271948,root:Mixed
ERZ2271952,root:Mixed
ERZ2271960,root:Mixed
ERZ2271961,root:Mixed
ERZ2271964,root:Mixed
ERZ2271968,root:Mixed
ERZ2271971,root:Mixed
ERZ2271976,root:Mixed
ERZ2271977,root:Mixed
ERZ2271982,root:Mixed
ERZ2271984,root:Mixed
ERZ2271986,root:Mixed
ERZ2271987,root:Mixed
ERZ2271988,root:Mixed
ERZ2271994,root:Mixed
ERZ2272001,root:Mixed
ERZ2272010,root:Mixed
ERZ2272011,root:Mixed
ERZ2272014,root:Mixed
